ID;Conta;Data;Valor
3481;11;2024-12-15;12590.3
3482;31;2025-02-03;3911.96
3483;11;2023-11-25;29740.29
3484;33;2024-05-14;3930.93
3485;12;2024-01-28;25063.54
3486;31;2025-01-15;21788.74
3487;11;2023-08-18;14921.31
3488;33;2023-05-27;27247.22
3489;31;2023-12-24;26180.28
3490;33;2024-05-11;8418.41
3491;33;2024-12-26;25447.31
3492;11;2024-05-10;19861.69
3493;31;2023-11-11;26231.35
3494;32;2024-10-16;1164.63
3495;32;2023-08-02;10633.09
3496;11;2023-09-12;21620.79
3497;12;2024-04-04;26682.91
3498;31;2024-03-01;11831.21
3499;32;2023-04-08;22380.62
3500;32;2024-07-21;13025.06
3501;21;2023-08-05;2602.96
3502;22;2024-10-10;4005.37
3503;32;2024-12-18;8277.92
3504;11;2023-06-09;22270.89
3505;32;2024-02-21;11015.15
3506;22;2024-01-20;451.05
3507;32;2023-10-05;8925.78
3508;11;2024-02-29;27411.16
3509;33;2024-03-29;16558.94
3510;11;2023-05-15;26767.45
3511;22;2023-05-12;19705.25
3512;21;2023-06-28;24224.68
3513;31;2025-03-23;2641.94
3514;21;2024-08-25;27975.99
3515;12;2024-01-10;29778.21
3516;21;2023-09-08;17360.53
3517;22;2023-11-08;11647.78
3518;21;2023-04-28;1133.75
3519;31;2024-09-04;14768.81
3520;31;2023-11-29;17547.79
3521;12;2023-10-12;25672.38
3522;32;2023-09-23;12628.83
3523;33;2024-03-08;24687.62
3524;31;2024-04-01;14642.09
3525;12;2024-02-02;3139.75
3526;12;2023-05-25;27968.2
3527;32;2024-01-08;15633.85
3528;21;2024-02-25;14079.77
3529;31;2024-03-27;15857.54
3530;32;2023-09-13;2022.99
3531;12;2025-03-13;16776.85
3532;21;2024-10-14;10102.06
3533;21;2025-01-02;2420.07
3534;11;2025-03-20;13202.0
3535;21;2023-06-10;7847.63
3536;12;2024-10-09;7528.43
3537;11;2023-03-30;14347.65
3538;32;2024-05-01;9035.15
3539;11;2023-05-01;3726.86
3540;21;2024-01-11;4097.95
3541;31;2023-08-18;18072.53
3542;22;2023-09-22;25827.93
3543;21;2025-01-14;17826.62
3544;21;2024-05-01;19310.77
3545;12;2023-04-11;1784.84
3546;31;2025-02-04;29207.15
3547;22;2024-02-11;5148.91
3548;21;2025-03-23;21457.33
3549;21;2023-03-31;21477.53
3550;32;2024-01-27;5255.19
3551;32;2024-02-25;10770.12
3552;21;2023-04-11;17676.87
3553;12;2023-04-27;21416.91
3554;33;2023-05-15;19436.79
3555;33;2024-05-16;818.0
3556;32;2024-01-11;6539.89
3557;22;2025-03-25;10014.94
3558;33;2025-03-20;7866.85
3559;11;2023-10-23;5887.46
3560;22;2023-05-20;25116.59
3561;31;2023-06-05;951.15
3562;21;2023-06-30;27234.5
3563;12;2025-01-15;24172.12
3564;33;2024-08-27;23041.24
3565;32;2024-09-16;12223.17
3566;32;2024-01-12;26527.63
3567;12;2023-07-08;13837.88
3568;22;2025-02-01;17913.86
3569;21;2023-12-19;15989.81
3570;21;2024-11-29;4364.27
3571;32;2024-06-05;10308.55
3572;32;2023-08-28;22479.31
3573;21;2024-07-17;19797.49
3574;31;2023-11-11;28811.52
3575;32;2024-08-24;20797.21
3576;12;2025-03-15;20828.17
3577;31;2023-05-14;28879.64
3578;21;2023-10-19;20179.67
3579;22;2024-11-24;18752.49
3580;22;2024-03-04;21607.37
3581;31;2023-08-27;14819.05
3582;11;2025-02-25;17983.7
3583;32;2023-10-02;10552.12
3584;33;2024-11-13;7924.93
3585;32;2025-02-26;24923.74
3586;22;2025-03-01;23802.36
3587;33;2024-09-20;29484.6
3588;32;2024-06-11;13819.13
3589;21;2023-04-04;29401.35
3590;12;2023-08-31;7503.21
3591;21;2023-05-14;6619.54
3592;22;2025-02-09;17971.81
3593;22;2024-03-02;10084.4
3594;21;2024-08-30;23770.14
3595;12;2023-10-16;10535.74
3596;11;2024-09-03;20448.97
3597;21;2024-11-01;4772.31
3598;11;2023-09-27;10004.99
3599;32;2024-08-12;1342.24
3600;21;2023-07-12;26658.83
3601;12;2023-10-30;8076.59
3602;21;2024-05-09;24869.37
3603;33;2025-03-11;21349.6
3604;33;2023-09-26;19795.56
3605;12;2024-03-29;24544.97
3606;33;2024-10-21;25104.89
3607;21;2023-12-31;2114.56
3608;32;2023-12-13;3188.13
3609;32;2023-08-17;856.46
3610;31;2024-11-13;1277.82
3611;21;2024-04-26;5751.0
3612;32;2023-06-09;25286.27
3613;31;2025-03-06;28378.96
3614;31;2023-10-15;5744.59
3615;21;2024-01-05;23146.55
3616;21;2024-05-10;8505.67
3617;32;2025-03-17;21703.81
3618;21;2025-02-04;27817.74
3619;12;2024-03-23;24264.45
3620;21;2024-08-27;26370.57
3621;21;2024-07-31;21898.89
3622;32;2024-04-17;13054.35
3623;31;2023-04-19;14761.85
3624;32;2023-09-28;23290.75
3625;31;2024-01-02;6856.33
3626;12;2024-06-25;25185.4
3627;12;2023-08-10;28282.57
3628;11;2024-12-27;14380.24
3629;33;2024-11-25;2926.4
3630;11;2024-12-05;22777.9
3631;11;2024-06-15;7151.38
3632;12;2024-07-30;13726.67
3633;12;2024-12-10;11784.75
3634;12;2023-10-28;13295.57
3635;22;2024-08-05;28430.15
3636;22;2023-11-19;29478.11
3637;33;2024-01-24;27792.9
3638;11;2023-11-06;763.83
3639;22;2024-05-17;22310.42
3640;12;2023-12-19;8237.36
3641;12;2025-02-14;6354.69
3642;32;2024-11-24;6902.99
3643;31;2024-08-09;1933.63
3644;11;2024-12-07;4079.74
3645;32;2023-08-02;13974.51
3646;31;2025-03-13;16997.21
3647;33;2024-01-22;1025.82
3648;31;2024-05-11;21318.06
3649;31;2023-06-11;28360.06
3650;33;2024-08-18;13544.8
3651;11;2023-04-16;15136.36
3652;32;2024-11-25;16983.26
3653;11;2024-08-08;10743.26
3654;31;2025-01-12;15739.21
3655;11;2024-12-15;23867.89
3656;33;2024-03-07;10575.87
3657;33;2023-11-17;23614.62
3658;33;2024-03-12;8869.55
3659;11;2024-07-25;9644.98
3660;32;2023-04-13;10439.14
3661;22;2024-05-23;17111.46
3662;12;2023-11-09;26149.15
3663;33;2024-09-14;6562.27
3664;21;2024-03-29;14938.56
3665;31;2024-05-27;6379.46
3666;22;2024-09-22;2683.87
3667;31;2023-10-13;7336.57
3668;32;2024-05-10;14075.94
3669;22;2024-09-16;25492.96
3670;31;2024-01-02;22397.43
3671;33;2023-10-14;13093.16
3672;12;2024-04-24;14261.54
3673;21;2024-04-28;13321.09
3674;21;2023-10-10;28069.9
3675;33;2023-04-07;23973.06
3676;33;2023-11-20;14542.19
3677;33;2024-01-23;27890.88
3678;11;2023-04-09;15947.02
3679;31;2023-04-04;22963.79
3680;22;2023-09-12;16033.77
3681;33;2024-02-29;22643.87
3682;22;2023-08-03;1058.55
3683;12;2023-12-24;12486.42
3684;31;2024-12-30;10344.34
3685;33;2023-06-20;14757.29
3686;21;2023-06-13;8800.48
3687;21;2023-07-02;20613.04
3688;22;2025-01-05;3264.29
3689;33;2023-12-21;8271.04
3690;32;2024-02-25;9770.55
3691;21;2023-09-21;9535.68
3692;22;2023-12-22;25215.07
3693;32;2024-03-27;28372.5
3694;31;2024-03-17;480.93
3695;11;2024-10-17;12009.58
3696;21;2023-09-22;10307.06
3697;33;2024-09-01;26623.12
3698;31;2024-10-14;25818.3
3699;22;2024-08-02;22763.0
3700;32;2025-01-16;22087.77
3701;33;2023-08-25;10917.34
3702;33;2024-11-30;27978.64
3703;21;2023-06-15;25107.69
3704;31;2023-11-05;27311.35
3705;32;2024-03-14;6095.84
3706;22;2023-10-12;4484.79
3707;33;2023-10-12;1019.73
3708;33;2023-12-22;27833.5
3709;33;2025-02-11;7804.47
3710;32;2023-06-14;14725.39
3711;21;2024-08-26;7255.63
3712;12;2024-06-03;18323.15
3713;33;2024-09-29;5237.19
3714;12;2024-08-31;2134.56
3715;31;2023-08-01;7343.13
3716;22;2024-11-25;4255.93
3717;21;2024-01-20;16364.07
3718;31;2023-08-14;22292.58
3719;33;2023-07-02;8487.54
3720;21;2023-06-09;27754.93
3721;22;2024-04-23;16286.27
3722;32;2024-07-25;5533.18
3723;11;2024-06-07;10150.18
3724;11;2024-07-15;3293.11
3725;22;2024-12-28;22924.62
3726;21;2023-05-13;24708.45
3727;21;2023-09-14;23623.25
3728;11;2024-10-22;9163.1
3729;32;2023-09-25;14547.25
3730;11;2023-06-09;29429.79
3731;21;2024-07-28;18379.69
3732;21;2025-02-27;7576.4
3733;11;2023-08-16;14745.09
3734;31;2023-12-04;1305.27
3735;12;2023-09-17;28971.52
3736;31;2023-07-18;24073.93
3737;32;2024-10-04;19220.27
3738;22;2024-09-07;7194.84
3739;32;2024-04-08;14485.02
3740;31;2024-03-17;8921.71
3741;33;2023-06-03;26696.02
3742;22;2024-08-20;15703.89
3743;31;2025-02-03;6270.64
3744;32;2024-10-08;28243.07
3745;32;2023-09-27;29817.8
3746;12;2025-01-12;27081.52
3747;22;2023-11-30;4578.51
3748;22;2024-06-17;29187.39
3749;32;2023-08-17;27432.23
3750;32;2025-03-09;29320.71
3751;21;2023-09-27;10998.97
3752;31;2025-01-20;24874.63
3753;31;2024-12-09;9705.3
3754;21;2023-12-27;11376.44
3755;33;2024-04-20;23255.06
3756;32;2023-04-22;11341.75
3757;21;2024-09-29;9717.29
3758;22;2024-08-11;8045.61
3759;21;2024-08-23;13483.07
3760;31;2024-06-30;23427.93
3761;32;2024-08-30;25266.45
3762;12;2023-08-22;6286.56
3763;33;2024-02-23;5619.89
3764;12;2024-05-09;13150.85
3765;11;2023-09-12;6906.77
3766;33;2025-01-20;8266.28
3767;31;2024-11-19;29350.25
3768;33;2024-06-15;18681.4
3769;32;2025-01-11;9744.33
3770;21;2023-05-07;16172.94
3771;11;2023-10-19;17971.68
3772;32;2023-12-02;20513.41
3773;32;2024-10-26;17168.42
3774;11;2025-02-04;19412.99
3775;21;2023-05-29;2672.56
3776;12;2023-10-19;3106.9
3777;22;2023-07-04;9166.17
3778;32;2024-01-12;22343.55
3779;22;2025-03-01;22051.3
3780;11;2024-01-05;1056.97
3781;32;2023-08-02;9532.28
3782;33;2023-04-04;19464.32
3783;33;2024-11-19;4270.55
3784;33;2023-10-15;25830.79
3785;31;2023-05-22;29027.63
3786;32;2025-01-31;10589.38
3787;33;2023-08-18;12754.87
3788;22;2024-06-18;15840.12
3789;12;2023-12-20;4690.12
3790;31;2023-10-22;67.32
3791;32;2024-02-21;21031.26
3792;31;2023-08-13;15916.78
3793;22;2023-11-06;21449.47
3794;32;2023-05-24;665.14
3795;22;2023-03-30;9716.01
3796;11;2024-06-23;25249.96
3797;12;2025-01-12;2726.17
3798;22;2024-03-03;20499.18
3799;11;2024-12-31;28287.13
3800;21;2023-12-25;15476.91
3801;11;2024-11-26;24999.3
3802;31;2023-05-17;5710.56
3803;12;2023-05-13;6756.14
3804;22;2023-11-17;26263.18
3805;12;2024-04-27;7477.27
3806;31;2023-05-31;25104.88
3807;33;2023-08-23;1148.05
3808;32;2024-10-30;17852.29
3809;32;2024-09-11;6799.32
3810;32;2024-07-22;27075.28
3811;33;2025-03-27;22407.2
3812;32;2025-01-17;10590.63
3813;22;2024-09-29;26703.87
3814;12;2025-03-11;18052.89
3815;33;2024-08-27;15817.33
3816;32;2025-03-25;25649.32
3817;21;2024-05-26;6831.46
3818;12;2023-06-13;23820.49
3819;11;2023-08-28;17794.4
3820;11;2024-11-02;16099.1
3821;33;2025-03-14;27568.11
3822;32;2024-10-03;29193.08
3823;22;2024-06-03;18225.05
3824;21;2024-11-08;22631.04
3825;31;2024-07-06;12509.96
3826;31;2024-10-19;12093.38
3827;22;2024-11-17;28534.86
3828;21;2024-07-16;15402.14
3829;22;2023-05-09;211.62
3830;11;2024-06-03;5307.83
3831;12;2024-09-10;28646.98
3832;33;2023-11-30;4364.91
3833;32;2023-12-27;21289.3
3834;21;2023-09-27;1560.63
3835;33;2024-09-07;18183.08
3836;32;2024-11-30;21295.85
3837;32;2024-10-04;6317.58
3838;12;2024-04-27;14383.14
3839;22;2023-11-27;1839.42
3840;12;2024-12-12;20429.5
3841;12;2023-09-12;3488.79
3842;32;2023-09-09;15498.13
3843;21;2024-06-13;8341.39
3844;22;2024-02-18;14902.59
3845;22;2025-03-26;21065.57
3846;22;2024-02-08;8079.43
3847;12;2023-05-25;18709.0
3848;12;2023-06-27;95.78
3849;33;2024-12-10;4618.55
3850;32;2024-10-10;3267.34
3851;31;2024-04-11;16208.87
3852;22;2023-12-20;15523.76
3853;11;2023-07-18;5140.4
3854;33;2025-02-14;2250.3
3855;11;2025-01-25;1782.58
3856;33;2024-02-21;844.71
3857;31;2024-07-17;6301.75
3858;31;2024-07-05;19659.36
3859;32;2025-03-06;23004.39
3860;12;2023-08-23;9117.63
3861;32;2024-05-08;13286.7
3862;11;2023-10-11;11615.03
3863;12;2024-09-15;15073.69
3864;31;2024-02-08;14731.87
3865;11;2023-10-01;12996.99
3866;11;2024-06-24;23681.19
3867;11;2025-01-02;10916.46
3868;31;2023-08-12;28906.96
3869;31;2024-03-09;3601.96
3870;32;2024-02-29;22086.54
3871;31;2024-10-31;4908.49
3872;33;2023-04-18;28153.98
3873;12;2025-02-06;27658.42
3874;22;2023-09-19;16210.84
3875;32;2024-05-21;12422.01
3876;11;2023-06-12;17503.37
3877;33;2023-12-12;15985.05
3878;31;2024-12-29;23771.17
3879;11;2023-04-03;29780.56
3880;31;2023-05-22;22629.67
3881;11;2023-12-29;17917.47
3882;22;2024-04-23;14550.34
3883;33;2023-11-07;11514.32
3884;32;2025-03-04;8346.33
3885;11;2024-06-10;15199.02
3886;21;2024-06-23;24340.69
3887;31;2023-08-15;27364.06
3888;22;2024-12-29;18748.99
3889;11;2024-12-10;12291.11
3890;11;2025-02-08;10555.67
3891;22;2024-04-06;12789.2
3892;11;2023-12-26;6022.09
3893;31;2024-02-10;10168.52
3894;31;2024-03-19;3330.97
3895;31;2023-11-11;17732.17
3896;12;2024-01-29;2383.62
3897;12;2023-08-26;19650.28
3898;11;2024-12-06;29428.42
3899;22;2023-06-24;25430.03
3900;31;2024-10-06;29717.29
3901;32;2024-11-01;25582.69
3902;32;2024-01-05;20243.19
3903;12;2024-08-10;19956.75
3904;22;2025-01-11;8333.31
3905;31;2024-05-04;24422.07
3906;32;2023-06-28;14928.68
3907;11;2023-07-17;16803.81
3908;12;2023-12-16;15932.96
3909;33;2024-06-14;26062.51
3910;22;2024-06-19;28872.72
3911;22;2023-09-11;4821.71
3912;11;2024-01-29;12220.28
3913;31;2023-07-17;15905.93
3914;32;2024-01-16;12803.52
3915;31;2023-08-06;9675.67
3916;32;2023-05-25;23301.94
3917;33;2023-07-18;29538.62
3918;21;2024-08-04;22193.58
3919;32;2023-06-21;12088.13
3920;21;2024-10-31;16113.85
3921;32;2024-02-25;8083.09
3922;31;2024-10-19;24061.53
3923;33;2023-09-10;2752.51
3924;21;2025-02-13;72.61
3925;33;2024-08-07;27839.63
3926;12;2024-03-17;17525.34
3927;11;2024-12-10;4326.03
3928;31;2024-04-29;18928.16
3929;33;2024-08-04;19352.98
3930;11;2024-08-07;18472.03
3931;31;2024-01-30;11925.5
3932;33;2024-03-14;24304.03
3933;33;2025-03-16;26068.16
3934;11;2024-01-18;26396.46
3935;32;2024-04-05;26569.25
3936;12;2024-03-31;28888.93
3937;31;2023-12-23;17425.52
3938;12;2024-06-12;25150.27
3939;21;2024-02-09;14971.57
3940;21;2024-01-16;9895.53
3941;12;2024-11-11;1360.52
3942;32;2023-10-06;5645.34
3943;12;2024-06-22;19700.49
3944;31;2024-03-25;2636.0
3945;32;2023-12-07;26240.87
3946;21;2024-12-10;8266.58
3947;32;2024-10-27;16416.54
3948;32;2025-01-13;14281.39
3949;11;2023-07-11;9412.35
3950;33;2023-07-20;18431.14
3951;22;2024-07-07;8520.33
3952;12;2024-10-26;6695.28
3953;31;2023-06-19;9726.84
3954;22;2024-11-18;7471.88
3955;33;2024-12-30;17142.45
3956;31;2023-05-01;5934.16
3957;11;2023-12-31;16995.75
3958;32;2025-02-07;27767.64
3959;31;2023-06-28;27381.06
3960;33;2024-12-09;17941.28
3961;32;2025-02-24;3104.13
3962;22;2024-10-25;25421.78
3963;31;2023-04-22;29047.71
3964;21;2023-12-02;10960.23
3965;32;2025-02-22;13085.17
3966;22;2024-11-20;26175.97
3967;12;2023-06-23;14080.56
3968;21;2025-02-23;25092.31
3969;22;2023-08-10;8572.94
3970;21;2023-09-08;4036.49
3971;22;2024-08-02;25303.12
3972;21;2023-10-07;16538.6
3973;32;2024-03-08;11338.09
3974;22;2024-05-28;5112.92
3975;31;2024-03-19;5342.63
3976;12;2024-10-29;2521.25
3977;21;2024-03-28;23860.72
3978;31;2023-12-18;11434.49
3979;12;2024-03-26;3035.42
3980;33;2023-05-17;1196.39
3981;22;2024-07-09;24090.22
3982;33;2024-08-20;11696.86
3983;22;2023-06-14;13786.1
3984;11;2024-09-23;25403.87
3985;22;2024-11-24;16735.62
3986;31;2023-06-03;1483.11
3987;12;2023-06-22;3481.24
3988;22;2024-06-14;7837.14
3989;12;2024-03-14;7684.8
3990;32;2024-02-13;1228.14
3991;33;2024-11-17;10435.34
3992;11;2024-06-26;4528.79
3993;12;2023-08-01;9605.49
3994;12;2024-03-07;28819.74
3995;22;2024-05-07;20421.22
3996;12;2024-06-14;29687.55
3997;31;2024-01-12;21470.83
3998;12;2024-03-04;22589.56
3999;32;2023-12-05;22790.84
4000;21;2023-08-26;5381.71
4001;33;2024-03-06;29043.79
4002;11;2025-02-25;22817.34
4003;33;2023-08-16;25252.29
4004;22;2023-06-02;2723.63
4005;32;2024-01-14;4010.74
4006;31;2023-07-02;17719.57
4007;32;2023-11-23;15281.65
4008;12;2024-03-08;7276.53
4009;21;2024-11-11;20072.26
4010;22;2023-04-11;27738.14
4011;11;2024-03-05;19663.83
4012;32;2023-05-14;26816.9
4013;22;2025-02-07;26079.34
4014;32;2024-06-10;15309.05
4015;21;2024-01-09;18133.75
4016;11;2024-09-17;2815.5
4017;32;2024-01-06;20289.22
4018;12;2023-11-13;27342.09
4019;33;2024-10-11;23319.28
4020;11;2024-03-21;22596.5
4021;22;2025-02-03;7466.91
4022;21;2024-05-08;23831.07
4023;21;2023-05-30;17237.67
4024;33;2023-07-24;7895.24
4025;32;2023-09-09;18461.25
4026;21;2025-01-27;1142.71
4027;22;2024-12-06;5131.39
4028;12;2024-10-23;12195.7
4029;32;2024-10-01;16221.16
4030;12;2023-10-08;23302.66
4031;33;2024-02-12;979.44
4032;31;2024-03-24;19708.99
4033;32;2023-06-11;12153.83
4034;22;2024-10-20;926.75
4035;12;2024-06-13;28364.85
4036;32;2025-03-02;2039.45
4037;22;2025-02-12;1279.05
4038;21;2024-08-23;23471.42
4039;12;2025-03-26;4730.53
4040;33;2024-02-21;14013.38
4041;21;2024-04-11;16101.9
4042;11;2024-11-06;28325.95
4043;33;2024-07-14;25935.4
4044;21;2023-11-19;12503.59
4045;33;2023-06-10;25255.31
4046;22;2024-02-04;19943.37
4047;32;2024-12-01;25084.91
4048;22;2023-11-24;23551.58
4049;22;2025-03-26;16934.39
4050;32;2023-09-07;27291.79
4051;22;2024-11-12;3607.96
4052;33;2024-11-16;26387.48
4053;32;2024-11-24;13586.45
4054;21;2023-07-15;12242.3
4055;21;2024-11-10;27988.56
4056;21;2023-07-06;24630.3
4057;12;2023-10-18;3265.66
4058;21;2023-12-22;21005.94
4059;33;2023-04-12;16817.79
4060;21;2023-05-18;25061.37
4061;21;2024-03-16;190.78
4062;11;2024-11-28;19433.76
4063;21;2024-09-04;18084.66
4064;31;2023-05-30;3968.57
4065;22;2023-09-25;16939.76
4066;33;2024-07-04;5617.26
4067;32;2025-01-06;27581.38
4068;22;2023-12-06;9681.47
4069;31;2023-09-27;21384.45
4070;33;2024-11-07;20257.81
4071;31;2024-05-12;19978.58
4072;33;2024-11-17;21896.08
4073;32;2024-04-10;22048.09
4074;22;2023-11-19;25942.65
4075;31;2024-03-27;2817.05
4076;11;2023-12-11;5136.25
4077;31;2024-04-27;11699.88
4078;11;2024-03-26;14480.88
4079;22;2023-10-16;11585.72
4080;22;2023-04-17;24582.2
4081;22;2024-05-28;23456.18
4082;33;2024-06-10;23644.21
4083;33;2024-08-16;9033.72
4084;22;2025-03-29;903.61
4085;32;2024-03-21;7790.61
4086;22;2023-08-16;15221.36
4087;11;2024-12-26;21661.11
4088;21;2024-03-17;17442.31
4089;11;2023-07-22;22914.47
4090;22;2024-05-18;4144.23
4091;11;2025-03-16;13515.2
4092;21;2024-04-11;23310.3
4093;12;2023-05-26;18990.5
4094;21;2023-10-04;24018.04
4095;31;2023-06-09;29073.02
4096;11;2024-12-17;9243.86
4097;31;2024-02-27;7831.78
4098;11;2023-07-15;12497.63
4099;33;2024-10-14;20110.97
4100;11;2024-07-30;4867.76
4101;33;2024-01-15;20774.94
4102;31;2024-06-28;20565.05
4103;22;2024-03-02;24437.6
4104;33;2023-06-21;3286.8
4105;12;2023-11-11;11443.6
4106;21;2025-03-02;15038.34
4107;32;2023-04-20;10165.15
4108;33;2024-02-20;24546.64
4109;22;2024-05-10;21531.85
4110;32;2024-11-21;19785.83
4111;22;2025-03-20;11195.6
4112;32;2024-04-24;18759.04
4113;21;2023-07-31;12021.33
4114;12;2024-04-23;15323.4
4115;31;2024-05-21;482.12
4116;12;2025-02-02;6084.42
4117;32;2024-08-14;14281.71
4118;31;2023-10-15;15253.45
4119;32;2024-12-14;13248.61
4120;21;2024-04-13;25564.87
4121;31;2023-10-07;12390.09
4122;33;2024-02-25;18781.12
4123;11;2023-06-29;6387.82
4124;31;2024-07-14;13276.08
4125;31;2024-01-09;4862.29
4126;32;2023-09-17;944.77
4127;21;2023-08-08;29975.39
4128;32;2023-08-12;8433.99
4129;33;2024-05-21;3858.45
4130;22;2023-06-24;7248.58
4131;32;2024-11-04;22370.6
4132;22;2024-11-21;1544.34
4133;31;2023-12-29;5891.16
4134;21;2024-04-23;5722.61
4135;31;2023-05-17;26608.14
4136;12;2023-07-28;24246.92
4137;11;2023-07-01;23234.03
4138;12;2024-01-10;1981.6
4139;22;2023-05-26;12750.5
4140;31;2024-01-06;23286.85
4141;21;2024-12-24;11566.93
4142;21;2023-05-04;18363.33
4143;33;2023-05-03;2705.77
4144;32;2024-09-18;21018.88
4145;31;2024-04-24;10473.22
4146;31;2024-03-17;17935.11
4147;31;2024-06-16;20685.21
4148;12;2024-08-07;29218.8
4149;32;2024-01-17;3968.75
4150;11;2023-10-13;18219.95
4151;33;2024-01-26;13463.44
4152;32;2024-12-03;18942.46
4153;11;2024-02-26;9206.62
4154;32;2023-06-08;17898.98
4155;21;2025-01-26;12661.22
4156;12;2023-06-24;14356.67
4157;31;2023-08-12;19839.66
4158;32;2024-11-28;2232.66
4159;31;2023-10-07;4968.61
4160;12;2023-12-26;2163.02
4161;31;2025-01-22;9479.38
4162;32;2024-01-04;28079.05
4163;11;2024-07-17;25751.03
4164;33;2025-01-12;20746.49
4165;33;2024-05-18;2116.77
4166;11;2024-05-24;21499.78
4167;32;2024-04-22;510.9
4168;21;2024-07-01;19758.52
4169;11;2024-05-10;28944.96
4170;21;2023-11-19;19758.08
4171;12;2025-02-17;4690.59
4172;31;2023-12-05;29713.4
4173;22;2025-03-03;12591.66
4174;22;2024-02-24;29479.14
4175;12;2023-10-18;15016.76
4176;32;2024-04-22;29553.3
4177;11;2024-07-25;20696.68
4178;11;2023-12-17;18464.97
4179;31;2023-07-10;17222.55
4180;11;2025-03-29;21029.78
4181;31;2023-05-03;18001.07
4182;11;2024-04-12;15864.44
4183;11;2023-12-20;10997.72
4184;31;2023-10-20;13781.2
4185;31;2024-05-27;7763.0
4186;32;2024-10-28;2423.23
4187;12;2025-02-11;18541.26
4188;32;2024-08-15;28075.72
4189;21;2024-11-30;27824.63
4190;33;2024-05-16;8186.11
4191;33;2025-02-10;24083.97
4192;21;2023-09-29;18923.19
4193;22;2023-10-03;16477.27
4194;32;2025-03-17;11302.98
4195;31;2023-07-07;29844.42
4196;12;2024-02-03;26283.48
4197;31;2024-02-14;28713.92
4198;32;2024-03-20;4948.48
4199;22;2024-08-03;16210.51
4200;33;2023-05-31;19254.95
4201;31;2024-03-21;23850.71
4202;33;2024-12-25;3031.58
4203;12;2025-01-25;24652.84
4204;31;2023-07-14;11058.25
4205;31;2025-02-09;29657.71
4206;21;2024-01-25;16154.1
4207;12;2024-03-21;6244.25
4208;12;2023-08-11;28529.53
4209;12;2024-12-28;5089.87
4210;11;2025-01-30;11642.05
4211;33;2023-07-20;28199.7
4212;31;2025-01-27;23470.14
4213;33;2025-03-14;1484.34
4214;21;2023-12-05;8666.85
4215;12;2023-08-25;18388.33
4216;32;2024-10-05;12563.62
4217;33;2024-06-03;1611.85
4218;12;2024-06-24;26766.12
4219;22;2023-05-29;1395.68
4220;12;2025-03-13;26616.74
4221;32;2025-03-21;25756.39
4222;32;2023-10-16;20371.95
4223;33;2023-10-14;26356.87
4224;22;2025-01-09;441.94
4225;31;2024-07-30;23633.82
4226;12;2024-03-21;26749.38
4227;33;2023-10-03;21001.5
4228;33;2023-09-10;530.58
4229;22;2024-07-11;18599.28
4230;12;2023-11-12;5644.6
4231;12;2023-06-18;24951.38
4232;11;2023-04-23;29886.94
4233;22;2023-07-31;15392.56
4234;21;2024-12-09;8598.47
4235;31;2025-02-04;5838.17
4236;21;2023-07-20;13505.62
4237;33;2023-05-29;4192.7
4238;32;2024-05-19;15317.99
4239;11;2024-11-22;12533.01
4240;21;2023-04-08;12139.66
4241;11;2023-08-03;5066.66
4242;11;2023-10-31;12192.09
4243;21;2023-09-07;15679.59
4244;32;2024-09-11;25980.34
4245;31;2024-03-21;28866.16
4246;32;2023-08-06;11771.32
4247;22;2024-04-28;3625.24
4248;32;2023-10-16;19786.24
4249;32;2024-06-03;7510.91
4250;33;2024-07-10;4820.4
4251;12;2024-09-12;6941.17
4252;33;2023-11-30;25842.29
4253;11;2024-11-10;7850.73
4254;21;2024-10-06;10060.01
4255;11;2024-08-28;13815.3
4256;12;2023-09-01;15033.03
4257;22;2024-09-02;21651.13
4258;32;2024-08-05;4569.26
4259;21;2024-08-12;14790.34
4260;33;2024-09-18;17532.55
4261;12;2023-06-07;7838.78
4262;22;2025-02-13;9593.97
4263;33;2023-08-21;6031.58
4264;11;2023-11-18;4365.82
4265;22;2023-11-14;23674.05
4266;21;2023-04-25;27145.94
4267;21;2023-10-19;10429.64
4268;12;2024-10-13;4168.62
4269;21;2024-04-16;23194.25
4270;33;2023-10-31;10228.02
4271;32;2023-07-16;12355.38
4272;31;2023-05-22;12610.59
4273;33;2024-01-05;8200.55
4274;33;2023-04-16;23625.66
4275;21;2023-10-24;9756.97
4276;12;2024-09-01;16400.91
4277;22;2023-08-25;4559.86
4278;12;2024-03-16;850.02
4279;33;2024-12-27;27412.12
4280;33;2023-12-15;12805.73
4281;32;2023-04-03;2997.56
4282;22;2025-01-19;19721.9
4283;31;2025-02-17;7163.2
4284;22;2023-08-25;24100.66
4285;31;2023-04-25;16698.21
4286;33;2024-11-30;3920.04
4287;33;2024-06-01;24253.02
4288;31;2023-08-28;1745.45
4289;32;2025-02-04;4338.51
4290;32;2024-08-09;22243.92
4291;11;2025-01-24;14522.45
4292;12;2023-08-31;21163.49
4293;12;2024-04-23;14882.39
4294;21;2025-01-28;10586.1
4295;33;2025-02-02;1768.86
4296;21;2024-10-16;28582.08
4297;11;2025-01-29;12154.72
4298;31;2023-04-23;28062.87
4299;33;2024-02-02;14411.02
4300;11;2023-04-11;16553.74
4301;31;2024-04-30;2804.95
4302;11;2023-11-22;18181.54
4303;31;2023-11-13;7225.44
4304;31;2024-06-12;19699.19
